,url,title,article,date,publisher,trust,avg_score
24768,https://www.dlmplus.nl/2020/11/23/opvallende-vormen-van-verzet-tegen-15-meter-maatschappij/,"Opvallende vormen van verzet tegen 1,5 meter maatschappij","Veel mensen zijn het oneens met de corona-maatregelen.[2] 
Dat uit zich in allerlei creatieve vormen van verzet.[0] 
We pikken er een paar uit, zoals AdemVrij, ontmoediging mondmasker, hartendemo’s en een speciale serie cartoons.[0] 
Op 6 november meldt Olaf Weller op Facebook: “Lieve mensen, ik heb zojuist een website gemaakt om vraag en aanbod samen te brengen van mensen die zonder mondkapje willen leven.”[0]
In korte tijd sluiten meer dan 500 aanbieders zich aan bij dit frisse idee van Olaf.[0]
Dit is een marktplaats voor het aanbieden van diensten aan mensen die vrij willen ademen tijdens het afnemen van jouw diensten en die graag je hele gezicht zien wanneer jij jouw werk doet.[0] Bij deze ondernemers kan het nog op een menselijke manier en is het mogelijk om naar elkaar te glimlachen en een praatje te maken.[0] 
Met andere woorden een website die een verademing is voor mensen die absoluut niet belemmerd willen worden door de aanblik van mondkapjes.[0] 
Aanbieders en klanten kunnen terecht in de categorieën Gezondheid, Eten en Drinken, Wellness en Verzorging, Kinderen, Klussen en Reparaties en Sport en Bewegen.[0] 
Deze natuurdrogisterij gaat nog een stapje verder.[0] ",23-11-2020,dlmplus,untrusted,2
6714,www.trouw.nl/home/turkije-verhoogt-importtarieven-voor-producten-uit-de-vs-na-amerikaanse-aanval~acd89ae0/,Turkije verhoogt importtarieven voor producten uit de VS na Amerikaanse 'aanval',"De Turkse regering heeft woensdag de tarieven op verschillende Amerikaanse producten verhoogd.[1] 
Volgens vicepresident Fuat Oktay zijn de belastingen een reactie op de 'opzettelijke aanvallen van de Amerikaanse regering op onze economie'.[1] 
Dat schreef hij in een bericht op Twitter.[1] 
Turkije verdubbelde de heffingen op Amerikaanse auto's en alcohol.[2] 
Ook krijgen onder meer tabak en cosmetica hogere invoertarieven.[1]
In totaal hebben de heffingen een waarde van 533 miljoen dollar, in handelstermen een relatief kleine som geld die Amerikaanse bedrijven niet veel schade zal toedoen.[1] 
De heffingen lijken dan ook vooral een politiek statement richting de VS.[0]
In het weekeinde verhoogde de Amerikaanse president Donald Trump de tarieven op aluminium en staal uit Turkije en dreigde met meer sancties.[1]
Hierop reageerde de Turkse president Erdogan met het dreigement Amerikaanse elektronica te boycotten, zoals iPhones van Apple. [1]
De Amerikaanse smartphonefabrikant heeft een marktaandeel van 22 procent in Turkije.[2]",2018-08-15,trouw,trusted,1.22
18578,https://www.ninefornews.nl/schutter-nieuw-zeeland-gehersenspoeld/,Schutter Nieuw-Zeeland gehersenspoeld door valse vlag-operatie 9/11. Politiek analist reageert op bloedbad,"De schutter die 49 mensen heeft gedood in twee moskeeën in Nieuw-Zeeland is gehersenspoeld door de valse vlag-operatie op 9/11, die georkestreerd is door Israël.[5]
Dat heeft een politiek analist gezegd tegen zender Press TV.[0] 
Het gaat om de dodelijkste schietpartij in Nieuw-Zeeland tot nu toe.[1]
De Australische schutter, Brenton Tarrant, streamde beelden van zijn daad op Facebook.[1] 
Voorafgaand aan het bloedbad publiceerde hij een ‘manifest’ waarin hij immigranten ‘indringers’ noemde.[1] 
In het manifest prijst hij de Amerikaanse president Donald Trump als een symbool van een nieuw begin.[2] 
Trump tweette na de schietpartij: “Mijn warmste sympathie en beste wensen voor de inwoners van Nieuw-Zeeland na het verschrikkelijke bloedbad in de moskeeën.” [1]
“Het is interessant dat de schutter Trump prijst, aangezien de Amerikaanse president wordt omringd door zionistische neoconservatieven die verantwoordelijk zijn voor dit conflict,” zei dr. Kevin Barrett.[5]
Zij zitten achter de valse vlag-operatie die op 11 september 2001 is uitgevoerd om islamofobie aan te wakkeren, aldus Barrett.[5] 
“Deze schutter is waarschijnlijk één van de vele miljoenen mensen die zijn gehersenspoeld door die valse vlag-operatie, die heeft geleid tot een genocide tegen moslims,” zei de journalist.[5]",2019-03-16,ninefornews,untrusted,2.89
15671,https://niburu.co/15434,Facebook volgt Illuminati handleiding voor blanke genocide,"Verslaving is bij veel mensen groter dan moraal en dat is de reden dat bijna niemand erin slaagt om afscheid te nemen van Facebook.[0]
Maar, als je na wat je vandaag ziet, daar nog steeds iedere dag berichten op plaatst, wordt het tijd dat je je moet gaan schamen.[0] 
We kunnen hier natuurlijk weer een heel verhaal ophangen over de waarheid, wie er achter de New World Order zitten en hoe deze lui werktuigen als Google, Youtube en Facebook tot hun beschikking hebben.[0] 
Wij kunnen weer uitgebreid gaan uitleggen dat deze lui een duistere agenda volgen en erop gebrand zijn onze maatschappij, onze normen en waarden en onze cultuur te vernietigen.[5] 
Wij kunnen nog een stap verder gaan en zeggen dat het uiteindelijk gaat om de genocide van de blanke mens.[5] 
Dit, omdat deze voor hen het grootste gevaar vormt.[0] 
Wij kunnen dat allemaal schrijven en onderbouwen, maar dat heeft niet tot gevolg dat mensen massaal Facebook zullen verlaten, want de verslaving is te groot.[0] 
Wij kunnen schrijven en onderbouwen dat net zoals de vrijmetselarij Facebook in handen is van satanisten, maar ook dat zal er niet voor zorgen dat mensen massaal Facebook zullen verlaten.[5] 
Wij kunnen schrijven hoe gevaarlijk Facebook is, omdat ze niet alleen alles van jou weten, maar ook al jouw informatie doorspelen naar de Amerikaanse veiligheidsdiensten, maar zelfs dat zal niemand ervan weerhouden om de volgende dag weer vrolijk berichten op Facebook te plaatsen.[4] 
De mensen die protesteren tegen overheid en coronamaatregelen, gebruiken Facebook om hun berichten te delen en dingen te organiseren, waardoor overheden exact weten wie wat aan het doen is, waar en met wie.[3]",20-8-2020,niburu,untrusted,4.25
1520,https://nos.nl/artikel/2104532-van-5249-syrische-asielaanvragen-naar-101-per-maand.html,Van 5249 Syrische asielaanvragen naar 101 per maand,"Vorige maand is het aantal Syriërs dat asiel aanvroeg in Nederland, gedaald tot 101.[1] 
Dat is bijna 20 procent minder dan in de voorafgaande maand.[1]  
Uit cijfers van de Immigratie- en Naturalisatiedienst (IND) blijkt dat het aandeel van Syriërs in de totale instroom van asielzoekers de afgelopen tijd sterk is gedaald.[1] 
In oktober vorig jaar meldden zich nog een recordaantal van 5249 Syrische asielzoekers in Nederland.[1]
De dichte grenzen in de Balkanlanden en de afspraken met Turkije over het terugnemen van asielzoekers hebben de komst van nieuwe Syrische vluchtelingen sterk afgeremd.[1]  
In totaal deden vorige maand 924 mensen een eerste aanvraag voor asiel bij de immigratiedienst.[1]
De meesten van hen (134) kwamen uit Albanië.[1] 
Ook veel Serviërs en Kosovaren hopen in Nederland asiel te krijgen.[1]
De kans daarop is uiterst klein, omdat alle Balkannaties worden beschouwd als veilige landen.[1]   
Asielverzoeken van Syriërs worden doorgaans wél ingewilligd.[1] ",2016-05-12,nos,trusted,1
18294,https://www.ninefornews.nl/russische-ruimteagentschap-echt-maan/,Russische ruimteagentschap gaat controleren of Amerikanen echt op de maan zijn geweest. Was de Apollomissie een hoax?,"Het hoofd van de Russische ruimtevaartorganisatie Roscosmos heeft een missie voorgesteld om te controleren of de Amerikanen echt op de maan zijn geweest.[1]
Dmitri Rogozin gaf tijdens een gesprek met de president van Moldavië, Igor Dodon, antwoord op de vraag of gedurende het Apolloprogramma van de NASA in de jaren zestig en zeventig daadwerkelijk mensen op de maan zijn gezet.[1] 
Hij leek het als grap te bedoelen omdat hij grijnsde en zijn schouders ophaalde terwijl hij antwoord gaf, maar complottheorieën rond de maanmissies zijn erg populair in Rusland.[2] 
“We willen ernaartoe vliegen en controleren of ze er al dan niet zijn geweest,” zei Rogozin.[1] 
In 2015 pleitte een voormalige woordvoerder van het Onderzoekscomité van Rusland voor een onderzoek naar de maanlandingen van de NASA.[1] 
Vladimir Markin zei dat er een onderzoek moest worden ingesteld naar de verdwijning van de oorspronkelijke beelden van de eerste maanlanding in 1969 en maangesteente dat tijdens diverse missies mee terug was genomen naar de aarde.[1] 
Volgens complottheorieën is alles in scène gezet.[1] 
In veel van de theorieën wordt onder meer cineast Stanley Kubrick genoemd die het jaar voor de eerste maanlanding zijn klassieker ‘2001’ uitbracht.[2] 
Kubrick zou de maanlanding op de set van de film hebben vastgelegd.[0] 
De Sovjet-Unie beëindigde haar eigen maanprogramma in de jaren zeventig nadat vier experimentele raketten waren ontploft.[1]",2018-11-26,ninefornews,untrusted,1.22
15013,https://niburu.co/13487,Voorjaar 2019 begin Amerikaans Chinese oorlog?,"Tenzij er een wonder gaat gebeuren, zal de situatie in het Verre Oosten tussen China en Amerika en haar partners steeds verder escaleren.[0]
Er wordt nu door Japen en Amerika volop gewerkt aan een plan voor een militair antwoord richting China voor wat betreft China's claims op een kleine groep eilanden.[0]
Het is als een voortdenderende machine die wordt gevolgd door een klein groepje mensen en waarover de bulk van de bewoners van deze wereld totaal onwetend is.[0]
Een machine, aangedreven door Amerika, die ervoor gaat zorgen dat of links- of rechtsom het Verre Oosten in vuur en vlam zal komen staan.[0]
Net zoals maar een klein aantal mensen de jaren voor de start van de Tweede Wereldoorlog dit zagen aankomen en iedereen probeerde te waarschuwen, wordt er ook nu niet naar hen geluisterd.[0] 
Net zoals voor de start van de Tweede Wereldoorlog wordt er nu volop gewerkt aan een oorlog in Europa en in Azië.[5]
De steeds verdergaande demonisering van Rusland en agressie en troepenopbouw van de NAVO zal ervoor zorgen dat er vroeg of laat letterlijk een bom gaat barsten en het permanente Amerikaanse stoken in Zuid Oost Azië zal daar een oorlog forceren.[0]
Voor wat Azië betreft is er allang geen vraag meer of die oorlog zal uitbreken, maar alleen waar en hoe dat zal gebeuren.[0] 
En in dat kader is er nu een belangrijke aanwijzing.[0]
Een goede kandidaat voor het ontstaan van die oorlog is een kleine groep eilanden ten noorden van Taiwan, genaamd Senkaku eilanden.[0] ",8-11-2018,niburu,untrusted,5
12764,https://speld.nl/2019/07/22/man-in-kekke-korte-broek-is-nog-steeds-man-in-korte-broek/,Man in kekke korte broek is nog steeds man in korte broek,"Het is een spannende dag voor Olivier.[0] 
Hij gaat vandaag naar zijn werk in een korte broek.[0] 
Niet zomaar een korte broek; nee, een kekke korte broek.[0] 
Van Mr Marvis.[0] 
Met afgemeten passen loopt hij het kantoorpand binnen.[0] 
Met een hoopvolle blik zoekt hij oogcontact met de receptioniste.[0] 
Zou zij doorhebben dat hij niet zomaar een korte broek aanheeft, maar een korte broek van het merk Mr Marvis?[0] 
Ze negeert hem zoals altijd.[0] 
Maar: ze kokhalst tenminste niet.[0] 
Dat is winst. In de lift omhoog ziet Olivier zijn collega Samir.[0] 
",22-7-2019,speld,untrusted,0
20818,www.parool.nl/voorpagina/ook-west-is-de-toeristenmassa-zat-stop-op-horeca-en-bierfiets~a3cb9b0b/,Ook West is de toeristenmassa zat: stop op horeca en bierfiets,"Met een stop op horeca, toeristenwinkels en de bierfiets wil Amsterdam-West voorkomen dat het massatoerisme uitwijkt naar de gebieden rondom de binnenstad.[1]
Als het aan de bestuurscommissie ligt, komt er in Oud-West geen enkele horecalocatie meer bij.[1] 
Een ondernemer die een winkel of kantoor wil omvormen tot een café, restaurant of koffietent, zoals de afgelopen jaren veel is gebeurd, krijgt hiervoor geen toestemming meer.[1] 
""Buurtbewoners en ondernemers vinden dat in delen van West te veel horeca is,"" zegt een woordvoerder van de bestuurscommissie.[1] 
Ook nieuwe kinderdagverblijven en sportscholen zijn uit den boze, blijkt uit het bestemmingsplan voor Oud-West, dat de komende weken ter inzage ligt.[1] 
Oud-West omvat onder meer de Da Costabuurt, de Helmersbuurt, de Overtoom en de Kinkerstraat en omgeving.[1]
De bestuurscommissie heeft ter voorbereiding met bewoners en ondernemers gesproken, om te horen wat er leeft.[0] 
Uit die gesprekken is naar voren gekomen dat het woongenot in Oud-West onder druk staat en het winkelaanbod verschraalt, doordat horeca de detailhandel overneemt.[0]
In dit deel van de stad zijn veel cafés, restaurants, hotels en koffietenten geopend, met name in en om de Hallen.[1] 
De bewoners merken dat de drukte toeneemt.[0] ",2018-05-07,parool,trusted,1
9772,www.ed.nl/show/vechtsporter-en-acteur-jon-bluming-85-overleden~a019582e/,Vechtsporter en acteur Jon Bluming (85) overleden,"Voormalig vechtsporter en filmacteur Jon Bluming is op 85-jarige leeftijd overleden.[1]
Dat heeft zijn goede vriend en leerling Joop Reilman vandaag bevestigd.[1]
Bluming was grootmeester in enkele traditionele Japanse vechtsporten en Korea-veteraan.[1]
De Amsterdammer, die al lange tijd in De Bilt woonde, was een leerling van de pionier van het judo in Nederland, 'opa Schutte' uit Haarlem en specialiseerde zich in de jaren vijftig in Seoel in de Koreaanse vechtsport Taekgyeon.[1]
Ook volgde hij judotraining bij gerenommeerde judoka's in Tokio.[1]
De sporter was in de jaren zestig betrokken bij de oprichting van diverse bonden, zoals de Nederlandse Karate Associatie (NKA), de Europese Karate Organisatie (EKO) en de Internationale Karate Organization (IKO).[1]
Bluming was ook de eerste buitenlander die lesgaf in karate in het land van herkomst en was een belangrijke ambassadeur van het Kyokushinkai-karate in Europa.[1] 
Hij kreeg diverse prestigieuze onderscheidingen, waaronder de 10e Dan Kyokushinkai.[1]
De Nederlander was de eerste niet-Japanse karateka die deze eer te beurt viel.[1]
In de jaren zestig en zeventig werd Bluming steeds vaker gevraagd voor films en tv-producties.[1] ",2018-12-18,eindhovensdagblad,trusted,1
13025,https://niburu.co/12122,Uitkomst voorspelling remote viewers steeds waarschijnlijker,"Als één na laatste ijkpunt voordat we te maken zullen krijgen met de verwoestende gevolgen op aarde van de passage van de planeet Nibiru is het gebruiken van kernwapens door Noord Korea.[5] 
Nu ook het meest waarschijnlijke Amerikaanse aanvalsplan bekend is voor Noord Korea, lijkt het welhaast zeker dat dit ijkpunt spoedig zal plaatsvinden.[0]
De afgelopen dagen neemt het over en weer dreigen tussen Amerika en Noord Korea toe.[1] 
Ondertussen is duidelijk dat we zijn aanbeland op een punt waarbij er nooit of te nimmer een diplomatieke oplossing voor dit conflict gevonden gaat worden, simpelweg omdat geen van beide partijen ook maar een duimbreed zal toegeven.[0] 
Het gaat vandaag even niet over de achtergronden en waarom deze oorlog er gaat komen, maar wel over een zeer waarschijnlijk scenario.[0] 
Nu de concrete dreiging van Kim Jong-un achter de rug is, waarbij op de Noord Koreaanse staatstelevisie wordt getoond hoe Noord Korea het eiland Guam zal aanvallen op het moment dat Kim Jong-un het startsein geeft, zal Amerika niet gaan zitten afwachten totdat dit wel of niet gebeurt.[3] 
Dat betekent dat Amerika een pre-emptive strike zal uitvoeren en er is inmiddels bekend geworden welk militair scenario hoogstwaarschijnlijk zal worden gekozen.[0] 
En wel, een precisieaanval op Noord Koreaanse doelen door de B-1 bommenwerpers.[4] 
De Rockwell (tegenwoordig Boeing) B-1B Lancer is een strategische bommenwerper van de Amerikaanse luchtmacht USAF die zowel conventionele als nucleaire wapens kan meevoeren.[4] Volgens militaire bronnen die dit aan NBC News hebben gemeld, wordt de B-1 van alle opties die er liggen en die allemaal ontzettend veel nadelen hebben, beschouwd als die waardoor een aanval mogelijk niet zal escaleren tot een wereldoorlog. [0]",10-8-2017,niburu,untrusted,3.4
4829,www.volkskrant.nl/nieuws-achtergrond/aantal-euthanasiegevallen-koerst-voor-het-eerst-in-jaren-af-op-daling~b22a077a/,Aantal euthanasiegevallen koerst voor het eerst in jaren af op daling,"Het aantal gevallen van euthanasie is in de eerste negen maanden van dit jaar met 9 procent afgenomen, naar 4600.[1] 
Dit meldt Trouw.[1]
De daling is opvallend, aangezien sinds 2003 het aantal mensen dat overleed door euthanasie juist steeg.[1]
Vorig jaar kozen 6500 mensen voor euthanasie.[1] 
Jacob Kohnstamm van de Regionale Toetsingscommissies Euthanasie verwacht niet dat dat aantal nog ingehaald wordt.[0]
Hij is verrast door de cijfers.[0] 
Een stijging was logischer vanwege de toenemende vergrijzing.[0] 
Maar hij wil nog niet spreken van een trendbreuk.[0] 
Dan moet hij volgend jaar dezelfde soort daling zien.[0]
'Want wellicht blijkt dit jaar een uitzondering', zegt hij tegen de krant.[0] ",2018-10-16,vk,trusted,1
